oct,shd,accuracy,fp,fn,config
0.9504934653344959,0.5,0.5,0.16666666666666666,0.3333333333333333,"{""algorithm"": ""fges"", ""fges_penalty"": 0.17425859940308142, ""fges_score"": ""dg-bic-score"", ""fges_structure"": 1.5484673788684333}"
