oct,shd,accuracy,fp,fn,config
0.9674792245988522,0.6,0.4,0,0.6,"{""algorithm"": ""pc"", ""pc_alpha"": 0.04968231204897165, ""pc_depth"": -1, ""pc_rule"": 2, ""pc_test"": ""dg-lr-test""}"
