stars,shd,accuracy,fp,fn,config
0.056,1,0,0,1,"{""algorithm"": ""pc"", ""pc_alpha"": 0.034822587817907334, ""pc_depth"": -1, ""pc_rule"": 1, ""pc_test"": ""cg-lr-test""}"
