Value,Configuration,Elapsed time
0.9949815910152532,"{""algorithm"": ""boss"", ""boss_data_order"": ""False"", ""boss_n_start_thread"": 3, ""boss_penalty"": 1.7744445937566364, ""boss_score"": ""dg-bic-score"", ""boss_structure"": 0.07337580100077346}",3641.887871980667
