Value,Configuration,Elapsed time
0.028500000000000004,"{""algorithm"": ""cpcstable"", ""cpcstable_alpha"": 0.014171409746285689, ""cpcstable_depth"": -1, ""cpcstable_rule"": 1, ""cpcstable_test"": ""cg-lr-test""}",3600.125424861908
